,Unnamed: 0,activity_name,lifecycle:transition,org:resource,end_timestamp,Activity,resource,case_id,case:variant,case:variant-index,case:creator,start_timestamp,agent
3701,3701,Approve Purchase Order for payment,complete,Magdalena Predutta,2011-02-13 23:06:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,278,Variant 6,6,Fluxicon Disco,2011-02-13 23:05:00+00:00,7
3702,3702,Send Invoice,complete,Karen Clarens,2011-02-14 13:42:00+00:00,Send Invoice,Karen Clarens,278,Variant 6,6,Fluxicon Disco,2011-02-14 13:42:00+00:00,23
3703,3703,Release Supplier's Invoice,complete,Pedro Alvares,2011-02-15 04:06:00+00:00,Release Supplier's Invoice,Pedro Alvares,278,Variant 6,6,Fluxicon Disco,2011-02-15 04:01:00+00:00,26
3704,3704,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-02-15 04:06:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,278,Variant 6,6,Fluxicon Disco,2011-02-15 04:06:00+00:00,26
3705,3705,Pay Invoice,complete,Karalda Nimwada,2011-02-15 04:40:00+00:00,Pay Invoice,Karalda Nimwada,278,Variant 6,6,Fluxicon Disco,2011-02-15 04:34:00+00:00,25
3706,3706,Create Purchase Requisition,complete,Esmana Liubiata,2011-02-07 21:56:00+00:00,Create Purchase Requisition,Esmana Liubiata,279,Variant 2,2,Fluxicon Disco,2011-02-07 21:01:00+00:00,5
3707,3707,Create Request for Quotation,complete,Esmana Liubiata,2011-02-08 05:28:00+00:00,Create Request for Quotation,Esmana Liubiata,279,Variant 2,2,Fluxicon Disco,2011-02-08 05:21:00+00:00,5
3708,3708,Analyze Request for Quotation,complete,Karel de Groot,2011-02-09 21:54:00+00:00,Analyze Request for Quotation,Karel de Groot,279,Variant 2,2,Fluxicon Disco,2011-02-09 21:22:00+00:00,2
3709,3709,Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-02-10 11:44:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,279,Variant 2,2,Fluxicon Disco,2011-02-10 11:19:00+00:00,7
3710,3710,Create Quotation comparison Map,complete,Karel de Groot,2011-02-10 19:07:00+00:00,Create Quotation comparison Map,Karel de Groot,279,Variant 2,2,Fluxicon Disco,2011-02-10 15:17:00+00:00,2
3711,3711,Analyze Quotation Comparison Map,complete,Nico Ojenbeer,2011-02-11 02:24:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,279,Variant 2,2,Fluxicon Disco,2011-02-11 02:15:00+00:00,13
3712,3712,Choose best option,complete,Elvira Lores,2011-02-11 02:24:00+00:00,Choose best option,Elvira Lores,279,Variant 2,2,Fluxicon Disco,2011-02-11 02:24:00+00:00,19
3713,3713,Settle Conditions With Supplier,complete,Francois de Perrier,2011-02-11 16:43:00+00:00,Settle Conditions With Supplier,Francois de Perrier,279,Variant 2,2,Fluxicon Disco,2011-02-11 06:12:00+00:00,8
3714,3714,Create Purchase Order,complete,Karel de Groot,2011-02-12 00:12:00+00:00,Create Purchase Order,Karel de Groot,279,Variant 2,2,Fluxicon Disco,2011-02-12 00:01:00+00:00,2
3715,3715,Confirm Purchase Order,complete,Karen Clarens,2011-02-12 09:42:00+00:00,Confirm Purchase Order,Karen Clarens,279,Variant 2,2,Fluxicon Disco,2011-02-12 09:20:00+00:00,23
3716,3716,Deliver Goods Services,complete,Kiu Kan,2011-02-13 21:53:00+00:00,Deliver Goods Services,Kiu Kan,279,Variant 2,2,Fluxicon Disco,2011-02-13 00:52:00+00:00,24
3717,3717,Release Purchase Order,complete,Anne Olwada,2011-02-14 05:08:00+00:00,Release Purchase Order,Anne Olwada,279,Variant 2,2,Fluxicon Disco,2011-02-14 05:07:00+00:00,14
3718,3718,Approve Purchase Order for payment,complete,Karel de Groot,2011-02-14 19:51:00+00:00,Approve Purchase Order for payment,Karel de Groot,279,Variant 2,2,Fluxicon Disco,2011-02-14 19:50:00+00:00,2
3719,3719,Send Invoice,complete,Karen Clarens,2011-02-15 14:36:00+00:00,Send Invoice,Karen Clarens,279,Variant 2,2,Fluxicon Disco,2011-02-15 14:36:00+00:00,23
3720,3720,Release Supplier's Invoice,complete,Pedro Alvares,2011-02-16 05:00:00+00:00,Release Supplier's Invoice,Pedro Alvares,279,Variant 2,2,Fluxicon Disco,2011-02-16 04:56:00+00:00,26
3721,3721,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-02-16 05:00:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,279,Variant 2,2,Fluxicon Disco,2011-02-16 05:00:00+00:00,25
3722,3722,Pay Invoice,complete,Pedro Alvares,2011-02-16 05:24:00+00:00,Pay Invoice,Pedro Alvares,279,Variant 2,2,Fluxicon Disco,2011-02-16 05:13:00+00:00,26
3723,3723,Create Purchase Requisition,complete,Anna Kaufmann,2011-02-08 01:58:00+00:00,Create Purchase Requisition,Anna Kaufmann,280,Variant 2,2,Fluxicon Disco,2011-02-08 01:49:00+00:00,17
3724,3724,Create Request for Quotation,complete,Elvira Lores,2011-02-08 07:36:00+00:00,Create Request for Quotation,Elvira Lores,280,Variant 2,2,Fluxicon Disco,2011-02-08 07:25:00+00:00,19
3725,3725,Analyze Request for Quotation,complete,Francois de Perrier,2011-02-10 03:43:00+00:00,Analyze Request for Quotation,Francois de Perrier,280,Variant 2,2,Fluxicon Disco,2011-02-10 03:16:00+00:00,8
3726,3726,Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-02-10 14:04:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,280,Variant 2,2,Fluxicon Disco,2011-02-10 13:25:00+00:00,7
3727,3727,Create Quotation comparison Map,complete,Francois de Perrier,2011-02-11 05:44:00+00:00,Create Quotation comparison Map,Francois de Perrier,280,Variant 2,2,Fluxicon Disco,2011-02-11 02:21:00+00:00,8
3728,3728,Analyze Quotation Comparison Map,complete,Anne Olwada,2011-02-11 13:07:00+00:00,Analyze Quotation Comparison Map,Anne Olwada,280,Variant 2,2,Fluxicon Disco,2011-02-11 12:44:00+00:00,14
3729,3729,Choose best option,complete,Immanuel Karagianni,2011-02-11 13:07:00+00:00,Choose best option,Immanuel Karagianni,280,Variant 2,2,Fluxicon Disco,2011-02-11 13:07:00+00:00,1
3730,3730,Settle Conditions With Supplier,complete,Francois de Perrier,2011-02-12 02:50:00+00:00,Settle Conditions With Supplier,Francois de Perrier,280,Variant 2,2,Fluxicon Disco,2011-02-11 18:15:00+00:00,8
3731,3731,Create Purchase Order,complete,Karel de Groot,2011-02-13 00:18:00+00:00,Create Purchase Order,Karel de Groot,280,Variant 2,2,Fluxicon Disco,2011-02-13 00:07:00+00:00,2
3732,3732,Confirm Purchase Order,complete,Kiu Kan,2011-02-13 23:40:00+00:00,Confirm Purchase Order,Kiu Kan,280,Variant 2,2,Fluxicon Disco,2011-02-13 23:13:00+00:00,24
3733,3733,Deliver Goods Services,complete,Kiu Kan,2011-02-17 00:02:00+00:00,Deliver Goods Services,Kiu Kan,280,Variant 2,2,Fluxicon Disco,2011-02-16 05:57:00+00:00,24
3734,3734,Release Purchase Order,complete,Esmana Liubiata,2011-02-17 07:55:00+00:00,Release Purchase Order,Esmana Liubiata,280,Variant 2,2,Fluxicon Disco,2011-02-17 07:54:00+00:00,5
3735,3735,Approve Purchase Order for payment,complete,Magdalena Predutta,2011-02-17 12:56:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,280,Variant 2,2,Fluxicon Disco,2011-02-17 12:55:00+00:00,7
3736,3736,Send Invoice,complete,Kiu Kan,2011-02-17 18:49:00+00:00,Send Invoice,Kiu Kan,280,Variant 2,2,Fluxicon Disco,2011-02-17 18:49:00+00:00,24
3737,3737,Release Supplier's Invoice,complete,Karalda Nimwada,2011-02-18 09:12:00+00:00,Release Supplier's Invoice,Karalda Nimwada,280,Variant 2,2,Fluxicon Disco,2011-02-18 09:05:00+00:00,25
3738,3738,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-02-18 09:12:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,280,Variant 2,2,Fluxicon Disco,2011-02-18 09:12:00+00:00,26
3739,3739,Pay Invoice,complete,Karalda Nimwada,2011-02-18 10:17:00+00:00,Pay Invoice,Karalda Nimwada,280,Variant 2,2,Fluxicon Disco,2011-02-18 10:04:00+00:00,25
3740,3740,Create Purchase Requisition,complete,Alberto Duport,2011-02-08 04:19:00+00:00,Create Purchase Requisition,Alberto Duport,281,Variant 10,10,Fluxicon Disco,2011-02-08 03:59:00+00:00,3
3741,3741,Create Request for Quotation,complete,Nico Ojenbeer,2011-02-08 05:06:00+00:00,Create Request for Quotation,Nico Ojenbeer,281,Variant 10,10,Fluxicon Disco,2011-02-08 04:56:00+00:00,13
3742,3742,Analyze Request for Quotation,complete,Karel de Groot,2011-02-10 03:55:00+00:00,Analyze Request for Quotation,Karel de Groot,281,Variant 10,10,Fluxicon Disco,2011-02-10 03:33:00+00:00,2
3743,3743,Amend Request for Quotation,complete,Tesca Lobes,2011-02-10 04:36:00+00:00,Amend Request for Quotation,Tesca Lobes,281,Variant 10,10,Fluxicon Disco,2011-02-10 04:28:00+00:00,9
3744,3744,Analyze Request for Quotation,complete,Karel de Groot,2011-02-15 01:23:00+00:00,Analyze Request for Quotation,Karel de Groot,281,Variant 10,10,Fluxicon Disco,2011-02-15 00:58:00+00:00,2
3745,3745,Amend Request for Quotation,complete,Fjodor Kowalski,2011-02-15 02:15:00+00:00,Amend Request for Quotation,Fjodor Kowalski,281,Variant 10,10,Fluxicon Disco,2011-02-15 02:10:00+00:00,4
3746,3746,Analyze Request for Quotation,complete,Magdalena Predutta,2011-02-15 17:09:00+00:00,Analyze Request for Quotation,Magdalena Predutta,281,Variant 10,10,Fluxicon Disco,2011-02-15 16:56:00+00:00,7
3747,3747,Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-02-16 01:36:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,281,Variant 10,10,Fluxicon Disco,2011-02-16 01:08:00+00:00,8
3748,3748,Create Quotation comparison Map,complete,Karel de Groot,2011-02-16 09:24:00+00:00,Create Quotation comparison Map,Karel de Groot,281,Variant 10,10,Fluxicon Disco,2011-02-16 04:03:00+00:00,2
3749,3749,Analyze Quotation Comparison Map,complete,Nico Ojenbeer,2011-02-16 16:03:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,281,Variant 10,10,Fluxicon Disco,2011-02-16 15:55:00+00:00,13
3750,3750,Choose best option,complete,Kim Passa,2011-02-16 16:03:00+00:00,Choose best option,Kim Passa,281,Variant 10,10,Fluxicon Disco,2011-02-16 16:03:00+00:00,0
3751,3751,Settle Conditions With Supplier,complete,Magdalena Predutta,2011-02-17 05:45:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,281,Variant 10,10,Fluxicon Disco,2011-02-17 01:17:00+00:00,7
3752,3752,Create Purchase Order,complete,Francois de Perrier,2011-02-17 22:02:00+00:00,Create Purchase Order,Francois de Perrier,281,Variant 10,10,Fluxicon Disco,2011-02-17 21:50:00+00:00,8
3753,3753,Confirm Purchase Order,complete,Sean Manney,2011-02-18 09:11:00+00:00,Confirm Purchase Order,Sean Manney,281,Variant 10,10,Fluxicon Disco,2011-02-18 09:02:00+00:00,18
3754,3754,Deliver Goods Services,complete,Esmeralda Clay,2011-02-22 22:33:00+00:00,Deliver Goods Services,Esmeralda Clay,281,Variant 10,10,Fluxicon Disco,2011-02-20 23:18:00+00:00,21
3755,3755,Release Purchase Order,complete,Anne Olwada,2011-02-23 06:22:00+00:00,Release Purchase Order,Anne Olwada,281,Variant 10,10,Fluxicon Disco,2011-02-23 06:21:00+00:00,14
3756,3756,Approve Purchase Order for payment,complete,Francois de Perrier,2011-02-23 12:01:00+00:00,Approve Purchase Order for payment,Francois de Perrier,281,Variant 10,10,Fluxicon Disco,2011-02-23 12:00:00+00:00,8
3757,3757,Send Invoice,complete,Kiu Kan,2011-02-24 00:55:00+00:00,Send Invoice,Kiu Kan,281,Variant 10,10,Fluxicon Disco,2011-02-24 00:55:00+00:00,24
3758,3758,Release Supplier's Invoice,complete,Pedro Alvares,2011-02-24 15:20:00+00:00,Release Supplier's Invoice,Pedro Alvares,281,Variant 10,10,Fluxicon Disco,2011-02-24 15:14:00+00:00,26
3759,3759,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-02-24 15:20:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,281,Variant 10,10,Fluxicon Disco,2011-02-24 15:20:00+00:00,26
3760,3760,Pay Invoice,complete,Pedro Alvares,2011-02-24 16:09:00+00:00,Pay Invoice,Pedro Alvares,281,Variant 10,10,Fluxicon Disco,2011-02-24 16:04:00+00:00,26
3761,3761,Create Purchase Requisition,complete,Anna Kaufmann,2011-02-08 08:23:00+00:00,Create Purchase Requisition,Anna Kaufmann,282,Variant 8,8,Fluxicon Disco,2011-02-08 07:28:00+00:00,17
3762,3762,Create Request for Quotation,complete,Miu Hanwan,2011-02-08 13:58:00+00:00,Create Request for Quotation,Miu Hanwan,282,Variant 8,8,Fluxicon Disco,2011-02-08 13:49:00+00:00,16
3763,3763,Analyze Request for Quotation,complete,Magdalena Predutta,2011-02-09 13:24:00+00:00,Analyze Request for Quotation,Magdalena Predutta,282,Variant 8,8,Fluxicon Disco,2011-02-09 12:50:00+00:00,7
3764,3764,Amend Request for Quotation,complete,Miu Hanwan,2011-02-09 14:26:00+00:00,Amend Request for Quotation,Miu Hanwan,282,Variant 8,8,Fluxicon Disco,2011-02-09 14:18:00+00:00,16
3765,3765,Analyze Request for Quotation,complete,Karel de Groot,2011-02-12 13:15:00+00:00,Analyze Request for Quotation,Karel de Groot,282,Variant 8,8,Fluxicon Disco,2011-02-12 12:50:00+00:00,2
3766,3766,Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-02-12 16:20:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,282,Variant 8,8,Fluxicon Disco,2011-02-12 15:47:00+00:00,8
3767,3767,Create Quotation comparison Map,complete,Magdalena Predutta,2011-02-13 07:28:00+00:00,Create Quotation comparison Map,Magdalena Predutta,282,Variant 8,8,Fluxicon Disco,2011-02-13 05:41:00+00:00,7
3768,3768,Analyze Quotation Comparison Map,complete,Elvira Lores,2011-02-13 14:09:00+00:00,Analyze Quotation Comparison Map,Elvira Lores,282,Variant 8,8,Fluxicon Disco,2011-02-13 13:54:00+00:00,19
3769,3769,Choose best option,complete,Fjodor Kowalski,2011-02-13 14:09:00+00:00,Choose best option,Fjodor Kowalski,282,Variant 8,8,Fluxicon Disco,2011-02-13 14:09:00+00:00,4
3770,3770,Settle Conditions With Supplier,complete,Francois de Perrier,2011-02-14 09:12:00+00:00,Settle Conditions With Supplier,Francois de Perrier,282,Variant 8,8,Fluxicon Disco,2011-02-14 01:48:00+00:00,8
3771,3771,Create Purchase Order,complete,Karel de Groot,2011-02-14 11:37:00+00:00,Create Purchase Order,Karel de Groot,282,Variant 8,8,Fluxicon Disco,2011-02-14 11:28:00+00:00,2
3772,3772,Confirm Purchase Order,complete,Karen Clarens,2011-02-15 14:36:00+00:00,Confirm Purchase Order,Karen Clarens,282,Variant 8,8,Fluxicon Disco,2011-02-15 14:10:00+00:00,23
3773,3773,Deliver Goods Services,complete,Esmeralda Clay,2011-02-20 22:32:00+00:00,Deliver Goods Services,Esmeralda Clay,282,Variant 8,8,Fluxicon Disco,2011-02-18 22:30:00+00:00,21
3774,3774,Release Purchase Order,complete,Miu Hanwan,2011-02-21 06:31:00+00:00,Release Purchase Order,Miu Hanwan,282,Variant 8,8,Fluxicon Disco,2011-02-21 06:30:00+00:00,16
3775,3775,Approve Purchase Order for payment,complete,Francois de Perrier,2011-02-22 00:15:00+00:00,Approve Purchase Order for payment,Francois de Perrier,282,Variant 8,8,Fluxicon Disco,2011-02-22 00:14:00+00:00,8
3776,3776,Send Invoice,complete,Karen Clarens,2011-02-23 07:48:00+00:00,Send Invoice,Karen Clarens,282,Variant 8,8,Fluxicon Disco,2011-02-23 07:48:00+00:00,23
3777,3777,Release Supplier's Invoice,complete,Karalda Nimwada,2011-02-23 22:13:00+00:00,Release Supplier's Invoice,Karalda Nimwada,282,Variant 8,8,Fluxicon Disco,2011-02-23 22:07:00+00:00,25
3778,3778,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-02-23 22:13:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,282,Variant 8,8,Fluxicon Disco,2011-02-23 22:13:00+00:00,25
3779,3779,Pay Invoice,complete,Karalda Nimwada,2011-02-23 23:17:00+00:00,Pay Invoice,Karalda Nimwada,282,Variant 8,8,Fluxicon Disco,2011-02-23 23:04:00+00:00,25
3780,3780,Create Purchase Requisition,complete,Fjodor Kowalski,2011-02-08 12:43:00+00:00,Create Purchase Requisition,Fjodor Kowalski,283,Variant 4,4,Fluxicon Disco,2011-02-08 12:14:00+00:00,4
3781,3781,Analyze Purchase Requisition,complete,Maris Freeman,2011-02-09 01:50:00+00:00,Analyze Purchase Requisition,Maris Freeman,283,Variant 4,4,Fluxicon Disco,2011-02-09 01:43:00+00:00,10
3782,3782,Create Request for Quotation,complete,Francis Odell,2011-02-09 01:59:00+00:00,Create Request for Quotation,Francis Odell,283,Variant 4,4,Fluxicon Disco,2011-02-09 01:57:00+00:00,15
3783,3783,Analyze Request for Quotation,complete,Karel de Groot,2011-02-09 21:01:00+00:00,Analyze Request for Quotation,Karel de Groot,283,Variant 4,4,Fluxicon Disco,2011-02-09 20:47:00+00:00,2
3784,3784,Create Purchase Requisition,complete,Immanuel Karagianni,2011-02-08 12:54:00+00:00,Create Purchase Requisition,Immanuel Karagianni,284,Variant 8,8,Fluxicon Disco,2011-02-08 12:42:00+00:00,1
3785,3785,Create Request for Quotation,complete,Tesca Lobes,2011-02-08 16:43:00+00:00,Create Request for Quotation,Tesca Lobes,284,Variant 8,8,Fluxicon Disco,2011-02-08 16:35:00+00:00,9
3786,3786,Analyze Request for Quotation,complete,Francois de Perrier,2011-02-09 11:51:00+00:00,Analyze Request for Quotation,Francois de Perrier,284,Variant 8,8,Fluxicon Disco,2011-02-09 11:34:00+00:00,8
3787,3787,Amend Request for Quotation,complete,Kim Passa,2011-02-09 12:51:00+00:00,Amend Request for Quotation,Kim Passa,284,Variant 8,8,Fluxicon Disco,2011-02-09 12:42:00+00:00,0
3788,3788,Analyze Request for Quotation,complete,Francois de Perrier,2011-02-14 23:18:00+00:00,Analyze Request for Quotation,Francois de Perrier,284,Variant 8,8,Fluxicon Disco,2011-02-14 23:06:00+00:00,8
3789,3789,Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-02-15 03:51:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,284,Variant 8,8,Fluxicon Disco,2011-02-15 03:24:00+00:00,7
3790,3790,Create Quotation comparison Map,complete,Magdalena Predutta,2011-02-15 08:42:00+00:00,Create Quotation comparison Map,Magdalena Predutta,284,Variant 8,8,Fluxicon Disco,2011-02-15 04:29:00+00:00,7
3791,3791,Analyze Quotation Comparison Map,complete,Anna Kaufmann,2011-02-15 15:12:00+00:00,Analyze Quotation Comparison Map,Anna Kaufmann,284,Variant 8,8,Fluxicon Disco,2011-02-15 14:54:00+00:00,17
3792,3792,Choose best option,complete,Kim Passa,2011-02-15 15:12:00+00:00,Choose best option,Kim Passa,284,Variant 8,8,Fluxicon Disco,2011-02-15 15:12:00+00:00,0
3793,3793,Settle Conditions With Supplier,complete,Francois de Perrier,2011-02-17 06:05:00+00:00,Settle Conditions With Supplier,Francois de Perrier,284,Variant 8,8,Fluxicon Disco,2011-02-16 20:59:00+00:00,8
3794,3794,Create Purchase Order,complete,Magdalena Predutta,2011-02-18 09:28:00+00:00,Create Purchase Order,Magdalena Predutta,284,Variant 8,8,Fluxicon Disco,2011-02-18 09:18:00+00:00,7
3795,3795,Confirm Purchase Order,complete,Esmeralda Clay,2011-02-18 22:21:00+00:00,Confirm Purchase Order,Esmeralda Clay,284,Variant 8,8,Fluxicon Disco,2011-02-18 22:10:00+00:00,21
3796,3796,Deliver Goods Services,complete,Kiu Kan,2011-02-20 01:04:00+00:00,Deliver Goods Services,Kiu Kan,284,Variant 8,8,Fluxicon Disco,2011-02-19 16:08:00+00:00,24
3797,3797,Release Purchase Order,complete,Kim Passa,2011-02-20 09:06:00+00:00,Release Purchase Order,Kim Passa,284,Variant 8,8,Fluxicon Disco,2011-02-20 09:05:00+00:00,0
3798,3798,Approve Purchase Order for payment,complete,Francois de Perrier,2011-02-20 13:11:00+00:00,Approve Purchase Order for payment,Francois de Perrier,284,Variant 8,8,Fluxicon Disco,2011-02-20 13:10:00+00:00,8
3799,3799,Send Invoice,complete,Sean Manney,2011-02-21 14:33:00+00:00,Send Invoice,Sean Manney,284,Variant 8,8,Fluxicon Disco,2011-02-21 14:33:00+00:00,18
3800,3800,Release Supplier's Invoice,complete,Karalda Nimwada,2011-02-22 04:58:00+00:00,Release Supplier's Invoice,Karalda Nimwada,284,Variant 8,8,Fluxicon Disco,2011-02-22 04:54:00+00:00,25
3801,3801,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-02-22 04:58:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,284,Variant 8,8,Fluxicon Disco,2011-02-22 04:58:00+00:00,25
3802,3802,Pay Invoice,complete,Pedro Alvares,2011-02-22 06:01:00+00:00,Pay Invoice,Pedro Alvares,284,Variant 8,8,Fluxicon Disco,2011-02-22 05:55:00+00:00,26
3803,3803,Create Purchase Requisition,complete,Alberto Duport,2011-02-08 19:14:00+00:00,Create Purchase Requisition,Alberto Duport,286,Variant 36,36,Fluxicon Disco,2011-02-08 19:06:00+00:00,3
3804,3804,Create Request for Quotation,complete,Miu Hanwan,2011-02-09 00:36:00+00:00,Create Request for Quotation,Miu Hanwan,286,Variant 36,36,Fluxicon Disco,2011-02-09 00:22:00+00:00,16
3805,3805,Analyze Request for Quotation,complete,Magdalena Predutta,2011-02-09 02:49:00+00:00,Analyze Request for Quotation,Magdalena Predutta,286,Variant 36,36,Fluxicon Disco,2011-02-09 02:23:00+00:00,7
3806,3806,Amend Request for Quotation,complete,Christian Francois,2011-02-09 03:57:00+00:00,Amend Request for Quotation,Christian Francois,286,Variant 36,36,Fluxicon Disco,2011-02-09 03:44:00+00:00,6
3807,3807,Analyze Request for Quotation,complete,Karel de Groot,2011-02-10 02:00:00+00:00,Analyze Request for Quotation,Karel de Groot,286,Variant 36,36,Fluxicon Disco,2011-02-10 01:35:00+00:00,2
3808,3808,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-02-10 08:50:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,286,Variant 36,36,Fluxicon Disco,2011-02-10 08:30:00+00:00,2
3809,3809,Create Quotation comparison Map,complete,Magdalena Predutta,2011-02-10 19:09:00+00:00,Create Quotation comparison Map,Magdalena Predutta,286,Variant 36,36,Fluxicon Disco,2011-02-10 14:04:00+00:00,7
3810,3810,Analyze Quotation Comparison Map,complete,Nico Ojenbeer,2011-02-11 02:06:00+00:00,Analyze Quotation Comparison Map,Nico Ojenbeer,286,Variant 36,36,Fluxicon Disco,2011-02-11 01:33:00+00:00,13
3811,3811,Choose best option,complete,Anna Kaufmann,2011-02-11 02:06:00+00:00,Choose best option,Anna Kaufmann,286,Variant 36,36,Fluxicon Disco,2011-02-11 02:06:00+00:00,17
3812,3812,Settle Conditions With Supplier,complete,Magdalena Predutta,2011-02-12 10:54:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,286,Variant 36,36,Fluxicon Disco,2011-02-12 04:57:00+00:00,7
3813,3813,Create Purchase Order,complete,Karel de Groot,2011-02-12 12:50:00+00:00,Create Purchase Order,Karel de Groot,286,Variant 36,36,Fluxicon Disco,2011-02-12 12:43:00+00:00,2
3814,3814,Confirm Purchase Order,complete,Kiu Kan,2011-02-13 22:25:00+00:00,Confirm Purchase Order,Kiu Kan,286,Variant 36,36,Fluxicon Disco,2011-02-13 22:10:00+00:00,24
3815,3815,Deliver Goods Services,complete,Esmeralda Clay,2011-02-17 10:07:00+00:00,Deliver Goods Services,Esmeralda Clay,286,Variant 36,36,Fluxicon Disco,2011-02-15 17:27:00+00:00,21
3816,3816,Release Purchase Order,complete,Immanuel Karagianni,2011-02-17 17:48:00+00:00,Release Purchase Order,Immanuel Karagianni,286,Variant 36,36,Fluxicon Disco,2011-02-17 17:47:00+00:00,1
3817,3817,Settle Dispute With Supplier,complete,Karel de Groot,2011-02-18 17:30:00+00:00,Settle Dispute With Supplier,Karel de Groot,286,Variant 36,36,Fluxicon Disco,2011-02-18 08:47:00+00:00,2
3818,3818,Release Purchase Order,complete,Christian Francois,2011-02-19 00:45:00+00:00,Release Purchase Order,Christian Francois,286,Variant 36,36,Fluxicon Disco,2011-02-19 00:44:00+00:00,6
3819,3819,Approve Purchase Order for payment,complete,Francois de Perrier,2011-02-19 13:24:00+00:00,Approve Purchase Order for payment,Francois de Perrier,286,Variant 36,36,Fluxicon Disco,2011-02-19 13:23:00+00:00,8
3820,3820,Send Invoice,complete,Sean Manney,2011-02-21 13:57:00+00:00,Send Invoice,Sean Manney,286,Variant 36,36,Fluxicon Disco,2011-02-21 13:57:00+00:00,18
3821,3821,Release Supplier's Invoice,complete,Pedro Alvares,2011-02-22 04:19:00+00:00,Release Supplier's Invoice,Pedro Alvares,286,Variant 36,36,Fluxicon Disco,2011-02-22 04:16:00+00:00,26
3822,3822,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-02-22 04:19:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,286,Variant 36,36,Fluxicon Disco,2011-02-22 04:19:00+00:00,25
3823,3823,Pay Invoice,complete,Pedro Alvares,2011-02-22 05:31:00+00:00,Pay Invoice,Pedro Alvares,286,Variant 36,36,Fluxicon Disco,2011-02-22 05:20:00+00:00,26
3824,3824,Create Purchase Requisition,complete,Esmana Liubiata,2011-02-09 00:13:00+00:00,Create Purchase Requisition,Esmana Liubiata,287,Variant 57,57,Fluxicon Disco,2011-02-08 23:38:00+00:00,5
3825,3825,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-02-09 13:48:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,287,Variant 57,57,Fluxicon Disco,2011-02-09 13:41:00+00:00,11
3826,3826,Amend Purchase Requisition,complete,Miu Hanwan,2011-02-10 01:50:00+00:00,Amend Purchase Requisition,Miu Hanwan,287,Variant 57,57,Fluxicon Disco,2011-02-10 01:27:00+00:00,16
3827,3827,Create Request for Quotation,complete,Anna Kaufmann,2011-02-10 08:06:00+00:00,Create Request for Quotation,Anna Kaufmann,287,Variant 57,57,Fluxicon Disco,2011-02-10 07:54:00+00:00,17
3828,3828,Analyze Request for Quotation,complete,Francois de Perrier,2011-02-23 11:37:00+00:00,Analyze Request for Quotation,Francois de Perrier,287,Variant 57,57,Fluxicon Disco,2011-02-23 11:14:00+00:00,8
3829,3829,Create Purchase Requisition,complete,Penn Osterwalder,2011-02-09 00:27:00+00:00,Create Purchase Requisition,Penn Osterwalder,288,Variant 8,8,Fluxicon Disco,2011-02-08 23:45:00+00:00,12
3830,3830,Create Request for Quotation,complete,Tesca Lobes,2011-02-09 01:25:00+00:00,Create Request for Quotation,Tesca Lobes,288,Variant 8,8,Fluxicon Disco,2011-02-09 01:16:00+00:00,9
3831,3831,Analyze Request for Quotation,complete,Karel de Groot,2011-02-10 06:36:00+00:00,Analyze Request for Quotation,Karel de Groot,288,Variant 8,8,Fluxicon Disco,2011-02-10 05:57:00+00:00,2
3832,3832,Amend Request for Quotation,complete,Clement Duchot,2011-02-10 07:44:00+00:00,Amend Request for Quotation,Clement Duchot,288,Variant 8,8,Fluxicon Disco,2011-02-10 07:31:00+00:00,20
